source_table,AlbumId,Title,ArtistId,Name,CustomerId,FirstName,LastName,Company,Address,City,State,Country,PostalCode,Phone,Fax,Email,SupportRepId,EmployeeId,ReportsTo,BirthDate,HireDate,GenreId,InvoiceId,InvoiceDate,BillingAddress,BillingCity,BillingState,BillingCountry,BillingPostalCode,Total,InvoiceLineId,TrackId,UnitPrice,Quantity,MediaTypeId,PlaylistId,Composer,Milliseconds,Bytes
Album,37.0,Greatest Kiss,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,38.0,Heart of the Night,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,39.0,International Superhits,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,40.0,Into The Light,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,41.0,Meus Momentos,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,42.0,Minha História,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,43.0,MK III The Final Concerts [Disc 1],58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,44.0,Physical Graffiti [Disc 1],22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,45.0,Sambas De Enredo 2001,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,46.0,Supernatural,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,47.0,The Best of Ed Motta,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,48.0,The Essential Miles Davis [Disc 1],68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,49.0,The Essential Miles Davis [Disc 2],68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,50.0,The Final Concerts (Disc 2),58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,51.0,Up An' Atom,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,52.0,Vinícius De Moraes - Sem Limite,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,53.0,Vozes do MPB,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,54.0,"Chronicle, Vol. 1",76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,55.0,"Chronicle, Vol. 2",76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,56.0,Cássia Eller - Coleção Sem Limite [Disc 2],77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,57.0,Cássia Eller - Sem Limite [Disc 1],77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,58.0,Come Taste The Band,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,59.0,Deep Purple In Rock,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,60.0,Fireball,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,61.0,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,62.0,Machine Head,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,63.0,Purpendicular,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,64.0,Slaves And Masters,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,65.0,Stormbringer,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,66.0,The Battle Rages On,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,67.0,Vault: Def Leppard's Greatest Hits,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,68.0,Outbreak,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,69.0,Djavan Ao Vivo - Vol. 02,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,70.0,Djavan Ao Vivo - Vol. 1,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,71.0,Elis Regina-Minha História,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,72.0,The Cream Of Clapton,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,73.0,Unplugged,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,74.0,Album Of The Year,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,75.0,Angel Dust,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,76.0,King For A Day Fool For A Lifetime,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,77.0,The Real Thing,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,78.0,Deixa Entrar,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,79.0,In Your Honor [Disc 1],84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,80.0,In Your Honor [Disc 2],84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,81.0,One By One,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,82.0,The Colour And The Shape,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,83.0,My Way: The Best Of Frank Sinatra [Disc 1],85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,84.0,Roda De Funk,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,85.0,As Canções de Eu Tu Eles,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,86.0,Quanta Gente Veio Ver (Live),27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,87.0,Quanta Gente Veio ver--Bônus De Carnaval,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,88.0,Faceless,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,89.0,American Idiot,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,90.0,Appetite for Destruction,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,91.0,Use Your Illusion I,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,92.0,Use Your Illusion II,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,93.0,Blue Moods,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,94.0,A Matter of Life and Death,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,95.0,A Real Dead One,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,96.0,A Real Live One,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,97.0,Brave New World,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,98.0,Dance Of Death,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,99.0,Fear Of The Dark,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,100.0,Iron Maiden,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,101.0,Killers,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,102.0,Live After Death,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,103.0,Live At Donington 1992 (Disc 1),90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,104.0,Live At Donington 1992 (Disc 2),90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,105.0,No Prayer For The Dying,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,106.0,Piece Of Mind,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,107.0,Powerslave,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,108.0,Rock In Rio [CD1],90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,109.0,Rock In Rio [CD2],90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,110.0,Seventh Son of a Seventh Son,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,111.0,Somewhere in Time,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,112.0,The Number of The Beast,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,113.0,The X Factor,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,114.0,Virtual XI,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,115.0,Sex Machine,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,116.0,Emergency On Planet Earth,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,117.0,Synkronized,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,118.0,The Return Of The Space Cowboy,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,119.0,Get Born,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,120.0,Are You Experienced?,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,121.0,Surfing with the Alien (Remastered),95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,122.0,Jorge Ben Jor 25 Anos,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,123.0,Jota Quest-1995,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,124.0,Cafezinho,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,125.0,Living After Midnight,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,126.0,Unplugged [Live],52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,127.0,BBC Sessions [Disc 2] [Live],22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,128.0,Coda,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,129.0,Houses Of The Holy,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,130.0,In Through The Out Door,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,131.0,IV,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,132.0,Led Zeppelin I,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,133.0,Led Zeppelin II,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,134.0,Led Zeppelin III,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,135.0,Physical Graffiti [Disc 2],22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,136.0,Presence,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,137.0,The Song Remains The Same (Disc 1),22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,138.0,The Song Remains The Same (Disc 2),22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,139.0,A TempestadeTempestade Ou O Livro Dos Dias,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,140.0,Mais Do Mesmo,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,141.0,Greatest Hits,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,142.0,Lulu Santos - RCA 100 Anos De Música - Álbum 01,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,143.0,Lulu Santos - RCA 100 Anos De Música - Álbum 02,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,144.0,Misplaced Childhood,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,145.0,Barulhinho Bom,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,146.0,Seek And Shall Find: More Of The Best (1963-1981),104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,147.0,The Best Of Men At Work,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,148.0,Black Album,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,149.0,Garage Inc. (Disc 2),50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,150.0,Kill 'Em All,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,151.0,Load,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,152.0,Master Of Puppets,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,153.0,ReLoad,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,154.0,Ride The Lightning,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,155.0,St. Anger,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,156.0,...And Justice For All,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,157.0,Miles Ahead,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,158.0,Milton Nascimento Ao Vivo,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,159.0,Minas,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,160.0,Ace Of Spades,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,161.0,Demorou...,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,162.0,Motley Crue Greatest Hits,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,163.0,From The Muddy Banks Of The Wishkah [Live],110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,164.0,Nevermind,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,165.0,Compositores,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,166.0,Olodum,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,167.0,Acústico MTV,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,168.0,Arquivo II,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,169.0,Arquivo Os Paralamas Do Sucesso,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,170.0,Bark at the Moon (Remastered),114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,171.0,Blizzard of Ozz,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,172.0,Diary of a Madman (Remastered),114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,173.0,No More Tears (Remastered),114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,174.0,Tribute,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,175.0,Walking Into Clarksdale,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,176.0,Original Soundtracks 1,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,177.0,The Beast Live,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,178.0,Live On Two Legs [Live],118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,179.0,Pearl Jam,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,180.0,Riot Act,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,181.0,Ten,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,182.0,Vs.,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,183.0,Dark Side Of The Moon,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,184.0,Os Cães Ladram Mas A Caravana Não Pára,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,185.0,Greatest Hits I,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,186.0,News Of The World,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,187.0,Out Of Time,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,188.0,Green,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,189.0,New Adventures In Hi-Fi,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,190.0,The Best Of R.E.M.: The IRS Years,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,191.0,Cesta Básica,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,192.0,Raul Seixas,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,193.0,Blood Sugar Sex Magik,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,194.0,By The Way,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,195.0,Californication,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,196.0,Retrospective I (1974-1980),128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,197.0,Santana - As Years Go By,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,198.0,Santana Live,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,199.0,Maquinarama,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,200.0,O Samba Poconé,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,201.0,Judas 0: B-Sides and Rarities,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,202.0,Rotten Apples: Greatest Hits,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,203.0,A-Sides,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,204.0,Morning Dance,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,205.0,In Step,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,206.0,Core,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,207.0,Mezmerize,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,208.0,[1997] Black Light Syndrome,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,209.0,Live [Disc 1],137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,210.0,Live [Disc 2],137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,211.0,The Singles,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,212.0,Beyond Good And Evil,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,213.0,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,214.0,The Doors,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,215.0,The Police Greatest Hits,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,216.0,"Hot Rocks, 1964-1971 (Disc 1)",142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,217.0,No Security,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,218.0,Voodoo Lounge,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,219.0,Tangents,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,220.0,Transmission,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,221.0,My Generation - The Very Best Of The Who,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,222.0,Serie Sem Limite (Disc 1),145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,223.0,Serie Sem Limite (Disc 2),145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,224.0,Acústico,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,225.0,Volume Dois,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,226.0,Battlestar Galactica: The Story So Far,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,227.0,"Battlestar Galactica, Season 3",147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,228.0,"Heroes, Season 1",148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,229.0,"Lost, Season 3",149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,230.0,"Lost, Season 1",149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,231.0,"Lost, Season 2",149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,232.0,Achtung Baby,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,233.0,All That You Can't Leave Behind,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Album,234.0,B-Sides 1980-1990,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
